App;Title;Begin;End;Activity;Case
Microsoft PowerPoint;Doing a PhD - PowerPoint;11-3-2023 17:09;11-3-2023 17:09;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Microsoft PowerPoint;NO_TITLE;11-3-2023 17:09;11-3-2023 17:10;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Microsoft PowerPoint;Doing a PhD - PowerPoint;11-3-2023 17:10;11-3-2023 17:11;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Windows Explorer;Postdoc;11-3-2023 17:11;11-3-2023 17:11;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Windows Explorer;Dropbox;11-3-2023 17:11;11-3-2023 17:11;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Windows Explorer;Foto's van mij;11-3-2023 17:11;11-3-2023 17:11;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Windows Explorer;Dropbox;11-3-2023 17:11;11-3-2023 17:12;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Windows Explorer;Postdoc;11-3-2023 17:12;11-3-2023 17:12;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Windows Explorer;Cadeau ***name37***;11-3-2023 17:12;11-3-2023 17:12;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Windows Explorer;2018;11-3-2023 17:12;11-3-2023 17:12;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Windows Explorer;2019;11-3-2023 17:12;11-3-2023 17:12;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Windows Explorer;Cadeau ***name37***;11-3-2023 17:12;11-3-2023 17:12;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Windows Explorer;2018;11-3-2023 17:12;11-3-2023 17:12;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Microsoft PowerPoint;Doing a PhD - PowerPoint;11-3-2023 17:12;11-3-2023 17:17;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Microsoft PowerPoint;NO_TITLE;11-3-2023 17:17;11-3-2023 17:17;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Microsoft PowerPoint;Doing a PhD - PowerPoint;11-3-2023 17:17;11-3-2023 17:18;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
NATIVE;NO_TITLE;11-3-2023 17:18;11-3-2023 17:18;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Google Chrome;New Tab - Google Chrome;11-3-2023 17:18;11-3-2023 17:19;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Google Chrome;map of places - Google Zoeken - Google Chrome;11-3-2023 17:19;11-3-2023 17:19;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Google Chrome;New Tab - Google Chrome;11-3-2023 17:19;11-3-2023 17:19;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Google Chrome;map of visited places - Google Zoeken - Google Chrome;11-3-2023 17:19;11-3-2023 17:19;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Google Chrome;Visited App - The Map of All The Places You've Been | Free Download - Google Chrome;11-3-2023 17:19;11-3-2023 17:20;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Google Chrome;map of visited places - Google Zoeken - Google Chrome;11-3-2023 17:20;11-3-2023 17:20;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Google Chrome;Interactive Visited Countries Map | amCharts - Google Chrome;11-3-2023 17:20;11-3-2023 17:20;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Google Chrome;Map of places I visited - Google Chrome;11-3-2023 17:20;11-3-2023 17:21;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Google Chrome;Visited cities map - Google Chrome;11-3-2023 17:21;11-3-2023 17:21;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Google Chrome;me's visited cities map - Google Chrome;11-3-2023 17:21;11-3-2023 17:21;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Google Chrome;Sign In - Google Accounts - Google Chrome;11-3-2023 17:21;11-3-2023 17:21;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Google Chrome;Iris Beerepoot's visited cities map - Google Chrome;11-3-2023 17:21;11-3-2023 17:21;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Google Chrome;Visited Places - Google My Maps - Google Chrome;11-3-2023 17:21;11-3-2023 17:21;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Google Chrome;Iris Beerepoot's visited cities map - Google Chrome;11-3-2023 17:21;11-3-2023 17:22;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Google Chrome;Visited App - The Map of All The Places You've Been | Free Download - Google Chrome;11-3-2023 17:22;11-3-2023 17:22;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Google Chrome;map of visited places - Google Zoeken - Google Chrome;11-3-2023 17:22;11-3-2023 17:22;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Google Chrome;map of visited cities - Google Zoeken - Google Chrome;11-3-2023 17:22;11-3-2023 17:22;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Google Chrome;Visited Cities - Apps on Google Play - Google Chrome;11-3-2023 17:22;11-3-2023 17:23;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Google Chrome;My Travel Map - RoadGoat - Google Chrome;11-3-2023 17:23;11-3-2023 17:23;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Google Chrome;Edit My Travel Map - RoadGoat - Google Chrome;11-3-2023 17:23;11-3-2023 17:24;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Google Chrome;Sign Up - RoadGoat - Google Chrome;11-3-2023 17:24;11-3-2023 17:24;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Google Chrome;Inloggen - Google Accounts - Google Chrome;11-3-2023 17:24;11-3-2023 17:24;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Google Chrome;Sign in – Google accounts - Google Chrome;11-3-2023 17:24;11-3-2023 17:24;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Google Chrome;Iris Beerepoot's Travel Map - RoadGoat - Google Chrome;11-3-2023 17:24;11-3-2023 17:24;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Google Chrome;Portsmouth, United Kingdom Travel Guide. Get the inside scoop - RoadGoat - Google Chrome;11-3-2023 17:24;11-3-2023 17:24;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Google Chrome;Edit My Travel Map - RoadGoat - Google Chrome;11-3-2023 17:24;11-3-2023 17:26;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
NATIVE;NO_TITLE;11-3-2023 17:30;11-3-2023 17:30;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Google Chrome;Edit My Travel Map - RoadGoat - Google Chrome;11-3-2023 17:30;11-3-2023 17:31;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Microsoft PowerPoint;Doing a PhD - PowerPoint;11-3-2023 17:31;11-3-2023 17:32;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Microsoft PowerPoint;Doing a PhD - PowerPoint;11-3-2023 17:32;11-3-2023 17:33;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Google Chrome;Edit My Travel Map - RoadGoat - Google Chrome;11-3-2023 17:33;11-3-2023 17:33;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Windows Explorer;2018;11-3-2023 17:33;11-3-2023 17:33;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Microsoft PowerPoint;Doing a PhD - PowerPoint;11-3-2023 17:33;11-3-2023 17:33;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Google Chrome;Edit My Travel Map - RoadGoat - Google Chrome;11-3-2023 17:33;11-3-2023 17:33;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
NATIVE;NO_TITLE;11-3-2023 17:33;11-3-2023 17:33;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Google Chrome;Edit My Travel Map - RoadGoat - Google Chrome;11-3-2023 17:33;11-3-2023 17:33;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Windows Explorer;2018;11-3-2023 17:33;11-3-2023 17:33;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Windows Explorer;2019;11-3-2023 17:33;11-3-2023 17:33;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Windows Explorer;Cadeau ***name37***;11-3-2023 17:33;11-3-2023 17:34;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Windows Explorer;2020;11-3-2023 17:34;11-3-2023 17:34;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Windows Explorer;Cadeau ***name37***;11-3-2023 17:34;11-3-2023 17:34;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Microsoft PowerPoint;versie 1.1 met aanvulling Iris - PowerPoint;11-3-2023 17:34;11-3-2023 17:34;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Windows Explorer;Cadeau ***name37***;11-3-2023 17:34;11-3-2023 17:35;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Windows Explorer;Postdoc;11-3-2023 17:35;11-3-2023 17:35;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Windows Explorer;Dropbox;11-3-2023 17:35;11-3-2023 17:35;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Windows Explorer;Foto's van mij;11-3-2023 17:35;11-3-2023 17:35;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Windows Explorer;Dropbox;11-3-2023 17:35;11-3-2023 17:35;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Windows Explorer;inge - Search Results in Dropbox;11-3-2023 17:35;11-3-2023 17:36;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Windows Explorer;Foto's met Inge;11-3-2023 17:36;11-3-2023 17:36;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Microsoft PowerPoint;Doing a PhD - PowerPoint;11-3-2023 17:36;11-3-2023 17:36;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Google Chrome;Edit My Travel Map - RoadGoat - Google Chrome;11-3-2023 17:36;11-3-2023 17:36;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
NATIVE;NO_TITLE;11-3-2023 17:36;11-3-2023 17:36;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Google Chrome;Edit My Travel Map - RoadGoat - Google Chrome;11-3-2023 17:36;11-3-2023 17:36;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Windows Explorer;Foto's met Inge;11-3-2023 17:36;11-3-2023 17:36;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Google Chrome;Edit My Travel Map - RoadGoat - Google Chrome;11-3-2023 17:36;11-3-2023 17:36;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Windows Explorer;Foto's met Inge;11-3-2023 17:36;11-3-2023 17:37;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Windows Explorer;Dropbox;11-3-2023 17:37;11-3-2023 17:37;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Windows Explorer;foto's met hajo - Search Results in Dropbox;11-3-2023 17:37;11-3-2023 17:37;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Windows Explorer;Foto's met Hajo;11-3-2023 17:37;11-3-2023 17:37;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Google Chrome;Edit My Travel Map - RoadGoat - Google Chrome;11-3-2023 17:37;11-3-2023 17:37;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Microsoft PowerPoint;Doing a PhD - PowerPoint;11-3-2023 17:37;11-3-2023 17:37;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Google Chrome;Edit My Travel Map - RoadGoat - Google Chrome;11-3-2023 17:37;11-3-2023 17:37;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Windows Explorer;Foto's met Hajo;11-3-2023 17:37;11-3-2023 17:37;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Google Chrome;Edit My Travel Map - RoadGoat - Google Chrome;11-3-2023 17:37;11-3-2023 17:38;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Google Chrome;New Tab - Google Chrome;11-3-2023 17:38;11-3-2023 17:38;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Google Chrome;Google Maps - Google Chrome;11-3-2023 17:38;11-3-2023 17:38;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Google Chrome;maui - Google Maps - Google Chrome;11-3-2023 17:38;11-3-2023 17:38;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Google Chrome;Maui - Google Maps - Google Chrome;11-3-2023 17:38;11-3-2023 17:38;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Google Chrome;Edit My Travel Map - RoadGoat - Google Chrome;11-3-2023 17:38;11-3-2023 17:39;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
ScreenClippingHost.exe;Screen Snipping;11-3-2023 17:39;11-3-2023 17:39;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
NATIVE;NO_TITLE;11-3-2023 17:39;11-3-2023 17:39;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Microsoft PowerPoint;Doing a PhD - PowerPoint;11-3-2023 17:39;11-3-2023 17:40;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Microsoft PowerPoint;Doing a PhD - PowerPoint;11-3-2023 17:41;11-3-2023 17:41;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Microsoft PowerPoint;NO_TITLE;11-3-2023 17:41;11-3-2023 17:41;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Microsoft PowerPoint;Doing a PhD - PowerPoint;11-3-2023 17:41;11-3-2023 17:41;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Microsoft PowerPoint;NO_TITLE;11-3-2023 17:41;11-3-2023 17:41;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
NATIVE;NO_TITLE;11-3-2023 17:41;11-3-2023 17:41;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Windows Explorer;Foto's met Hajo;11-3-2023 17:41;11-3-2023 17:42;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Microsoft.Photos.exe;9db0665d-d7ad-49a2-a7a2-9e167007df0e.jpg ‎- Photos;11-3-2023 17:42;11-3-2023 17:42;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Microsoft.Photos.exe;20211029_180516.jpg ‎- Photos;11-3-2023 17:42;11-3-2023 17:42;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Microsoft.Photos.exe;20220912_191559.jpg ‎- Photos;11-3-2023 17:42;11-3-2023 17:42;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Microsoft.Photos.exe;BPM 2019 1.jpg ‎- Photos;11-3-2023 17:42;11-3-2023 17:42;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Microsoft.Photos.exe;ICIS 2019 1c.jpg ‎- Photos;11-3-2023 17:42;11-3-2023 17:42;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Microsoft.Photos.exe;ICIS SF 2018 2.jpg ‎- Photos;11-3-2023 17:42;11-3-2023 17:42;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Microsoft.Photos.exe;IMG_20181007_181650.jpg ‎- Photos;11-3-2023 17:42;11-3-2023 17:42;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Microsoft.Photos.exe;IMG_20191216_115753.png ‎- Photos;11-3-2023 17:42;11-3-2023 17:42;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Microsoft.Photos.exe;IMG_20210914_115802_253.jpg ‎- Photos;11-3-2023 17:42;11-3-2023 17:42;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Microsoft.Photos.exe;IMG-20221004-WA0009.jpg ‎- Photos;11-3-2023 17:42;11-3-2023 17:42;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Microsoft.Photos.exe;IMG-20221006-WA0002.jpg ‎- Photos;11-3-2023 17:42;11-3-2023 17:43;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Microsoft.Photos.exe;IMG-20221006-WA0001.jpg ‎- Photos;11-3-2023 17:43;11-3-2023 17:43;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Microsoft.Photos.exe;IMG-20221004-WA0009.jpg ‎- Photos;11-3-2023 17:43;11-3-2023 17:43;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Microsoft.Photos.exe;IMG_20210914_115802_253.jpg ‎- Photos;11-3-2023 17:43;11-3-2023 17:43;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Microsoft PowerPoint;Doing a PhD - PowerPoint;11-3-2023 17:43;11-3-2023 17:43;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Microsoft.Photos.exe;IMG_20210914_115802_253.jpg ‎- Photos;11-3-2023 17:43;11-3-2023 17:43;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Microsoft PowerPoint;Doing a PhD - PowerPoint;11-3-2023 17:43;11-3-2023 17:43;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Microsoft.Photos.exe;IMG_20210914_115802_253.jpg ‎- Photos;11-3-2023 17:43;11-3-2023 17:43;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Windows Explorer;NO_TITLE;11-3-2023 17:43;11-3-2023 17:43;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Microsoft PowerPoint;NO_TITLE;11-3-2023 17:43;11-3-2023 17:44;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Windows Explorer;Foto's met Hajo;11-3-2023 17:44;11-3-2023 17:44;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Microsoft.Photos.exe;IMG_20181007_181650.jpg ‎- Photos;11-3-2023 17:44;11-3-2023 17:44;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Application Frame Host;IMG_20181007_181650.jpg ‎- Photos;11-3-2023 17:44;11-3-2023 17:44;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Windows Explorer;Foto's met Hajo;11-3-2023 17:44;11-3-2023 17:44;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Microsoft.Photos.exe;20210909_193032.jpg ‎- Photos;11-3-2023 17:44;11-3-2023 17:44;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Windows Explorer;Foto's met Hajo;11-3-2023 17:44;11-3-2023 17:44;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Microsoft.Photos.exe;IMG-20221004-WA0009.jpg ‎- Photos;11-3-2023 17:44;11-3-2023 17:45;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Microsoft.Photos.exe;IMG-20221006-WA0001.jpg ‎- Photos;11-3-2023 17:45;11-3-2023 17:45;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Windows Explorer;Foto's met Hajo;11-3-2023 17:45;11-3-2023 17:45;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Microsoft.Photos.exe;BPM 2019 1.jpg ‎- Photos;11-3-2023 17:45;11-3-2023 17:45;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Windows Explorer;Foto's met Hajo;11-3-2023 17:45;11-3-2023 17:45;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Microsoft PowerPoint;Doing a PhD - PowerPoint;11-3-2023 17:45;11-3-2023 17:46;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Windows Explorer;Foto's met Hajo;11-3-2023 17:46;11-3-2023 17:46;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
NATIVE;NO_TITLE;11-3-2023 17:46;11-3-2023 17:46;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Microsoft PowerPoint;Doing a PhD - PowerPoint;11-3-2023 17:46;11-3-2023 17:47;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Application Frame Host;IMG-20221006-WA0001.jpg ‎- Photos;11-3-2023 17:47;11-3-2023 17:47;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Windows Explorer;Foto's met Hajo;11-3-2023 17:47;11-3-2023 17:47;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Windows Explorer;Search Results in Dropbox;11-3-2023 17:47;11-3-2023 17:47;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Windows Explorer;foto's met inge - Search Results in Dropbox;11-3-2023 17:47;11-3-2023 17:47;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Windows Explorer;Foto's met Inge;11-3-2023 17:47;11-3-2023 17:47;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Microsoft.Photos.exe;BPM 2019 1.jpg ‎- Photos;11-3-2023 17:47;11-3-2023 17:47;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Windows Explorer;Foto's met Inge;11-3-2023 17:47;11-3-2023 17:47;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Windows Shell Experience Host;Jump List for File Explorer;11-3-2023 17:47;11-3-2023 17:47;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Windows Explorer;File Explorer;11-3-2023 17:47;11-3-2023 17:47;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Windows Explorer;2018;11-3-2023 17:47;11-3-2023 17:48;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Microsoft.Photos.exe;20181211-IMG_20181211_163138.jpg ‎- Photos;11-3-2023 17:48;11-3-2023 17:48;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Microsoft PowerPoint;Doing a PhD - PowerPoint;11-3-2023 17:48;11-3-2023 17:48;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Microsoft PowerPoint;NO_TITLE;11-3-2023 17:48;11-3-2023 17:48;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Microsoft PowerPoint;Doing a PhD - PowerPoint;11-3-2023 17:48;11-3-2023 17:48;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Windows Explorer;NO_TITLE;11-3-2023 17:48;11-3-2023 17:49;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Windows Explorer;2018;11-3-2023 17:49;11-3-2023 17:49;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Windows Explorer;Cadeau ***name37***;11-3-2023 17:49;11-3-2023 17:49;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Windows Explorer;2019;11-3-2023 17:49;11-3-2023 17:49;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Windows Explorer;Cadeau ***name37***;11-3-2023 17:49;11-3-2023 17:49;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Windows Explorer;2020;11-3-2023 17:49;11-3-2023 17:49;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Windows Explorer;Cadeau ***name37***;11-3-2023 17:49;11-3-2023 17:49;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Windows Explorer;2021;11-3-2023 17:49;11-3-2023 17:49;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Microsoft.Photos.exe;Photos;11-3-2023 17:49;11-3-2023 17:49;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Windows Explorer;2021;11-3-2023 17:49;11-3-2023 17:49;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Windows Explorer;Cadeau ***name37***;11-3-2023 17:49;11-3-2023 17:49;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Windows Explorer;2022;11-3-2023 17:49;11-3-2023 17:50;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Windows Explorer;Cadeau ***name37***;11-3-2023 17:50;11-3-2023 17:50;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Windows Explorer;Postdoc;11-3-2023 17:50;11-3-2023 17:50;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Windows Explorer;Foto's met Inge;11-3-2023 17:50;11-3-2023 17:50;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Application Frame Host;Photos;11-3-2023 17:50;11-3-2023 17:50;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Microsoft.Photos.exe;ECIS 2019 2.jpg ‎- Photos;11-3-2023 17:50;11-3-2023 17:50;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Microsoft PowerPoint;Doing a PhD - PowerPoint;11-3-2023 17:50;11-3-2023 17:50;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Windows Explorer;NO_TITLE;11-3-2023 17:50;11-3-2023 17:50;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Windows Explorer;Postdoc;11-3-2023 17:50;11-3-2023 17:50;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Windows Explorer;202303 Doing a PhD;11-3-2023 17:50;11-3-2023 17:51;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Microsoft PowerPoint;Doing a PhD - PowerPoint;11-3-2023 17:54;11-3-2023 17:55;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Microsoft PowerPoint;NO_TITLE;11-3-2023 17:55;11-3-2023 17:55;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Microsoft PowerPoint;Doing a PhD - PowerPoint;11-3-2023 17:55;11-3-2023 17:55;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Windows Explorer;NO_TITLE;11-3-2023 17:55;11-3-2023 17:55;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Windows Explorer;202303 Doing a PhD;11-3-2023 17:55;11-3-2023 17:55;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Microsoft.Photos.exe;-6ermdc.jpg ‎- Photos;11-3-2023 17:55;11-3-2023 17:55;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Windows Explorer;202303 Doing a PhD;11-3-2023 17:55;11-3-2023 17:55;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Microsoft PowerPoint;Doing a PhD - PowerPoint;11-3-2023 17:55;11-3-2023 17:56;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Microsoft PowerPoint;Doing a PhD - PowerPoint;11-3-2023 17:58;11-3-2023 17:58;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Microsoft PowerPoint;NO_TITLE;11-3-2023 17:58;11-3-2023 17:59;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Windows Explorer;NO_TITLE;11-3-2023 18:02;11-3-2023 18:02;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Windows Explorer;202303 Doing a PhD;11-3-2023 18:02;11-3-2023 18:02;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Microsoft PowerPoint;Doing a PhD - PowerPoint;11-3-2023 18:02;11-3-2023 18:05;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Google Chrome;Edit My Travel Map - RoadGoat - Google Chrome;11-3-2023 18:05;11-3-2023 18:05;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Google Chrome;New Tab - Google Chrome;11-3-2023 18:05;11-3-2023 18:05;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Google Chrome;Google Scholar - Google Chrome;11-3-2023 18:05;11-3-2023 18:05;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Google Chrome;autonomy - Google Scholar - Google Chrome;11-3-2023 18:05;11-3-2023 18:05;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Google Chrome;New Tab - Google Chrome;11-3-2023 18:05;11-3-2023 18:05;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Google Chrome;academia - Google Zoeken - Google Chrome;11-3-2023 18:05;11-3-2023 18:05;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
